OBJECTID,ATCOCODE,GRIDTYPE,EASTING,NORTHING,LON,LAT,COMMONNAME,IDENTIFIER,DIRECTION,STREET,LANDMARK,NATGAZID,NATGAZLOCA,PARENTLOCA,GRANDPAREN,TOWN,SUBURB,STOPTYPE,BUSSTOPTYP,BUSREGISTR,RECORDSTAT,NOTES,LOCALITYCE,SMSNUMBER,LASTCHANGE
702,410000024546,,436494,555727,-1.43253000000,54.89496000000,NOOKSIDE,W,W,NOOKSIDE,OUTSIDE GLASBURY AVENUE,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,NOOKSIDE,BCT,MKD,OTH,ACT,,Y,,10/06/2005
703,410000024547,,436306,555691,-1.43546000000,54.89465000000,NOOKSIDE,W,W,NOOKSIDE,OPPOSITE NOOKSIDE DAY CENTRE,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,NOOKSIDE,BCT,MKD,OTH,ACT,,Y,,10/06/2005
704,410000024548,,436118,555691,-1.43839000000,54.89466000000,PENNYWELL RD PENNYWELL N/,N,N,PENNYWELL ROAD,OPPOSITE ENTRANCE TO NOOKSIDE CENTRE,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
705,410000024549,,436029,555833,-1.43976000000,54.89594000000,PORTSMOUTH RD PENNYWELL,W,W,PORTSMOUTH ROAD,OPPOSITE PENNYWELL SHOPPING PRECINCT,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
706,410000024550,,435897,555916,-1.44181000000,54.89670000000,PARKHURST RD PENNYWELL W/,N,N,PARKHURST ROAD,OUTSIDE THE EAGLE PUBLIC HOUSE,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
707,410000024551,,435722,555753,-1.44456000000,54.89525000000,PRESTHOPE RD PENNYWELL W/,W,W,PRESTHOPE ROAD,JUNCTION WITH PORTSLADE ROAD,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
708,410000024552,,435481,555583,-1.44834000000,54.89374000000,PRESTHOPE RD PENNYWELL W/,SW,SW,PRESTHOPE ROAD,S/W OF PERIVALE ROAD JUNCTION,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
709,410000024553,,435414,555422,-1.44940000000,54.89230000000,PENNYWELL,E,E,PICKERING ROAD,55M EAST OF PRESTBURY ROAD,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,PPT,ACT,,Y,,10/06/2005
710,410000024554,,435532,555653,-1.44754000000,54.89436000000,PRESTHOPE RD PENNYWELL,E,E,TBA,TBA,E0031118,Pennywell,Sunderland Urban Area,,,,BCT,MKD,OTH,PEN,,N,,16/07/2004
711,410000024555,,435734,555809,-1.44437000000,54.89575000000,PORTSLADE RD PENNYWELL N,N,N,PORTSLADE ROAD,JUNCTION WITH PARKHURST ROAD,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,07/07/2005
712,410000024556,,435924,555911,-1.44139000000,54.89665000000,PORTSMOUTH ROAD PENNYWELL,S,S,PORTSMOUTH ROAD,OPPOSITE THE EAGLE PUBLIC HOUSE,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
713,410000024557,,436129,555689,-1.43822000000,54.89464000000,PENNYWELL RD PENNYWELL S/,S,S,PENNYWELL ROAD,OUTSIDE ENTRANCE TO NOOKSIDE CENTRE,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
714,410000024558,,436281,555694,-1.43585000000,54.89468000000,NOOKSIDE,E,E,NOOKSIDE,OUTSIDE NOOKSIDE DAY CENTRE,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,NOOKSIDE,BCT,MKD,OTH,ACT,,Y,,10/06/2005
715,410000024559,,436485,555735,-1.43267000000,54.89503000000,NOOKSIDE,E,E,NOOKSIDE,OPPOSITE GLASBURY AVENUE,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,NOOKSIDE,BCT,MKD,OTH,ACT,,Y,,31/01/2005
716,410000024560,,436656,555765,-1.43000000000,54.89529000000,NOOKSIDE,E,E,NOOKSIDE,0UTSIDE GRINDON FIRE STATION,E0031188,Springwell (Sunderland),Sunderland Urban Area,,SL,NOOKSIDE,BCT,MKD,PPT,ACT,,Y,,31/01/2005
717,410000024561,,435841,555061,-1.44279000000,54.88902000000,GARTLAND RD GRINDON,W,W,GARTLAND ROAD,WEST OF GREENWOOD ROAD,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,GRINDON,BCT,MKD,OTH,ACT,,Y,,02/02/2005
718,410000024562,,435631,555060,-1.44606000000,54.88903000000,GRINDON GARTLAND ROAD,W,W,GARTLAND ROAD,OPPOSITE GERRARD ROAD EAST OF GRINDON SCHOOL,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,GRINDON,BCT,MKD,PPT,ACT,,Y,,31/01/2005
719,410000024563,,435402,555007,-1.44964000000,54.88857000000,GARTLAND RD GRINDON S/L W,W,W,GARTLAND ROAD,OUTSIDE GRINDON INFANTS SCHOOL,E0030928,Hastings Hill,Sunderland Urban Area,,SL,GRINDON,BCT,MKD,OTH,ACT,,Y,,31/01/2005
720,410000024564,,435214,555125,-1.45256000000,54.88964000000,HASTINGS HILL,W,W,SEVENOAKS DRIVE,OPPOSITE HASTINGS HILL PUBLIC HOUSE,E0030928,Hastings Hill,Sunderland Urban Area,,SL,HASTINGS HILL,BCT,MKD,PPT,ACT,,Y,,24/02/2005
721,410000024565,,435386,555014,-1.44989000000,54.88863000000,GRINDON GARTLAND ROAD,E,E,GARTLAND ROAD,OPPOSITE GRINDON INFANTS SCHOOL,E0030928,Hastings Hill,Sunderland Urban Area,,SL,HASTINGS HILL,BCT,MKD,PPT,ACT,,Y,,24/02/2005
722,410000024566,,435694,555091,-1.44508000000,54.88930000000,GRINDON GARTLAND ROAD,E,E,GARTLAND ROAD,85M EAST OF GERRARD ROAD,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,GRINDON,BCT,MKD,PPT,ACT,,Y,,31/01/2005
723,410000024567,,435904,555017,-1.44181000000,54.88862000000,GREENWOOD RD GRINDON S/B,S,S,GREENWOOD ROAD,OUTSIDE GILLINGHAM ROAD JUNCTION,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,GRINDON,BCT,MKD,OTH,ACT,,Y,,02/02/2005
724,410000024574,,436968,556309,-1.42506000000,54.90015000000,HADLEIGH ROAD-HARTFORD ROAD,S,S,HADLEIGH ROAD,OPPOSITE HARTFORD ROAD JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,HIGH BARNES,BCT,MKD,OTH,ACT,,Y,,02/02/2005
725,410000024575,,437005,556181,-1.42450000000,54.89900000000,HADLEIGH RD HYLTON S/B,S,S,HADLEIGH ROAD,OUTSIDE SUNDERLAND CREMATORIUM,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON,BCT,MKD,OTH,ACT,,Y,,02/02/2005
726,410000024576,,436777,556093,-1.42807000000,54.89823000000,HELMSDALE ROAD,W,W,HELMSDALE ROAD,45M EAST OF HOLBORN ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON LANE ESTATE,BCT,MKD,PPT,ACT,,Y,,31/01/2005
727,410000024579,,435567,558096,-1.44669000000,54.91631000000,HYLTON CASTLE RD CASTLETOWN,S,S,HYLTON CASTLE ROAD,OPPOSITE CASTLETOWN CEMETERY,E0030988,Hylton Castle,Sunderland Urban Area,,SL,CASTLETOWN,BCT,MKD,OTH,ACT,,Y,,03/02/2005
728,410000024580,,439769,556255,-1.38139000000,54.89945000000,BURDON RD ASHBROOKE S/B,S,S,BURADON ROAD,OUTSIDE METHODIST CHURCH,E0030735,Ashbrooke,Sunderland Urban Area,,SL,ASHBROOKE,BCT,MKD,OTH,ACT,,Y,,02/02/2005
729,410000024581,,438509,559053,-1.40067000000,54.92470000000,SHAKESPEARE STREET,N,N,SHAKESPEARE STREET,OUTSIDE ELLIS ROAD JUNCTION,E0030965,High Southwick,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
730,410000024582,,438522,558990,-1.40047000000,54.92413000000,SHAKESPEARE ST S/WICK S/B,S,S,SHAKESPEARE STREET,OUTSIDE DYER SQUARE JUNCTION,E0030965,High Southwick,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
731,410000024603,,435330,555496,-1.45070000000,54.89297000000,PRESTBURY ROAD-PENNYWELL,N,N,PRESTBURY ROAD,OPPOSITE PRESTHOPE ROAD,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
732,410000024604,,436913,556836,-1.42585000000,54.90489000000,HILLSIDE SCHOOL,W,W,FORDFIELD ROAD,OPPOSITE FELSTEAD CENTRE,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD,BCT,MKD,PPT,ACT,,Y,,02/02/2005
733,410000024800,,436538,558210,-1.43153000000,54.91727000000,TIMBER BEACH RD E/PARK-E/,NE,NE,TIMBER BEACH ROAD,OUTSIDE THE RETAIL PARK SHOPS,E0030988,Hylton Castle,Sunderland Urban Area,,SL,ENTERPRISE PARK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
734,410000024801,,436623,558237,-1.43020000000,54.91750000000,TIMBER BEACH RD E/PARK-W/,W,W,TIMBER BEACH ROAD,OPPOSITE THE RETAIL PARK SHOPS,E0031109,Pallion,Sunderland Urban Area,,SL,ENTERPRISE PARK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
735,410000024802,,435094,557916,-1.45409000000,54.91473000000,"RINGWAY,CASTLETOWN-REDUNDANT",E,E,2ND L/P EAST OF JNC HAGGERSTON DR,TBA,E0031090,North Hylton,Sunderland Urban Area,,Sunderland,,BCT,MKD,OTH,PEN,,N,,16/07/2004
736,410000024803,,435330,557940,-1.45040000000,54.91493000000,RINGWAY CASTLETOWN,E,E,RINGWAY,OUTSIDE THE RECREATION GROUND,E0030812,Castletown (Sunderland Urban Area),Sunderland Urban Area,,SL,CASTLETOWN,BCT,MKD,OTH,ACT,,Y,,03/02/2005
737,410000024804,,436938,558401,-1.42526000000,54.91895000000,ENTERPRISE PARK HYLTON PARK,NE,NE,HYLTON PARK,OUTSIDE DENTAL SURGERY,E0031032,Sunderland Enterprise Park,,,SL,ENTERPRISE PARK,BCT,MKD,PPT,ACT,,Y,,12/05/2005
738,410000024805,,436911,558360,-1.42569000000,54.91859000000,ENTERPRISE PARK HYLTON PARK,S,S,HYLTON PARK,50M EAST OF CASTLETOWN ROAD,E0031032,Sunderland Enterprise Park,,,SL,ENTERPRISE PARK,BCT,MKD,PPT,ACT,,Y,,12/05/2005
739,410000024806,,435294,559083,-1.45083000000,54.92520000000,CANTERBURY RD H/CASTLE S/,S,S,CANTERBURY ROAD,OUTSIDE NO.1 CANTERBURY ROAD,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON CASTLE,BCT,MKD,OTH,ACT,,Y,,03/02/2005
740,410000024807,,435495,557943,-1.44783000000,54.91494000000,GRANGE ROAD CASTLETOWN,W,W,GRANGE ROAD,OUTSIDE CRICKET GROUND,E0030988,Hylton Castle,Sunderland Urban Area,,SL,CASTLETOWN,BCT,MKD,OTH,ACT,,Y,,03/02/2005
741,410000024808,,435474,557942,-1.44816000000,54.91494000000,GRANGE ROAD CASTLETOWN,E,E,GRANGE ROAD,OPPOSITE CRICKET GROUND,E0030988,Hylton Castle,Sunderland Urban Area,,SL,CASTLETOWN,BCT,MKD,OTH,ACT,,Y,,05/05/2005
742,410000024809,,439900,558132,-1.37909000000,54.91631000000,FULWELL ROAD,N,N,FULWELL ROAD,OUTSIDE SUNDERLAND RETAIL PARK,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,ROKER,BCT,MKD,OTH,ACT,,Y,,13/05/2005
743,410000024810,,439919,558120,-1.37880000000,54.91620000000,FULWELL ROAD,S,S,FULLWELL ROAD,OPPOSITE SUNDERLAND RETAIL PARK,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,ROKER,BCT,MKD,OTH,ACT,,Y,,13/05/2005
744,410000024825,,439763,556455,-1.38146000000,54.90125000000,BURDON ROAD,N,N,BURDON ROAD,OUTSIDE CIVIC CENTRE,E0057917,Sunderland (Sunderland Urban Area),Sunderland Urban Area,,SL,SUNDERLAND,BCT,MKD,OTH,ACT,,Y,,07/02/2005
745,410000024850,,439541,558041,-1.38470000000,54.91552000000,SOUTHWICK ROAD-STADIUM OF LIGHT,NW,NW,SOUTHWICK ROAD,OPPOSITE HOWARD STREET,E0031254,Sunderland Stadium of Light,Sunderland Urban Area,,SL,WHEATSHEAF,BCT,MKD,OTH,ACT,,Y,,12/05/2005
746,410000024851,,439526,558065,-1.38494000000,54.91574000000,SOUTHWICK ROAD-STADIUM OF LIGHT,SE,SE,SOUTHWICK ROAD,OUTSIDE HOWARD STREET,E0031254,Sunderland Stadium of Light,Sunderland Urban Area,,SL,WHEATSHEAF,BCT,MKD,OTH,ACT,,Y,,18/06/2005
747,410000024900,,437723,559589,-1.41286000000,54.92957000000,WITHERWACK,E,E,WITHERWACK,OUTSIDE WILTSHIRE ROAD TERMINUS,E0031290,Witherwack,Sunderland Urban Area,,SL,WITHERWACK,BCT,MKD,PPT,ACT,,Y,,02/02/2005
748,410000024901,,438495,559223,-1.40086000000,54.92622000000,SHAKESPEARE ST S/WICK N/B,N,N,SHAKESPEARE STREET,NORTH OF NORTON ROAD JUNCTION,E0030965,High Southwick,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
749,410000024902,,438503,559224,-1.40074000000,54.92623000000,SHAKESPEARE STREET,S,S,SHAKESPEARE STREET,OUTSIDE NORTON ROAD JUNCTION,E0030965,High Southwick,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
750,410000024903,,437544,559056,-1.41572000000,54.92480000000,"REDCAR RD,MARLEY POTTS",W,W,70M SW JNC BEACHWOD CRES,TBA,E0031041,Marley Pots,Sunderland Urban Area,,Sunderland,,BCT,MKD,OTH,PEN,,N,,16/07/2004
751,410000024904,,439666,557910,-1.38277000000,54.91433000000,WHEATSHEAF,N,N,WHEATSHEAF,OPPOSITE BUSWAYS OFFICES,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,WHEATSHEAF,BCT,MKD,PPT,ACT,,Y,,02/02/2005
752,410000024905,,439655,557863,-1.38295000000,54.91391000000,WHEATSHEAF,N,N,NORTH BRIDGE STREET,OPPOSITE THE WHEATSHEAF HOTEL 80M SOUTH,E0031254,Sunderland Stadium of Light,Sunderland Urban Area,,SL,WHEATSHEAF,BCT,MKD,PPT,ACT,,Y,,02/02/2005
753,410000024906,,439693,557906,-1.38235000000,54.91430000000,WHEATSHEAF,S,S,WHEATSHEAF,SOUTH OF THE WHEATSHEAF HOTEL,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,WHEATSHEAF,BCT,MKD,PPT,ACT,,Y,,02/02/2005
754,410000024907,,439743,557795,-1.38159000000,54.91329000000,DUNDAS STREET-MONKWEARMOUTH,W,W,DUNDAS STREET,OUTSIDE HEALTH CENTRE,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,MONKWEARMOUTH,BCT,MKD,OTH,ACT,,Y,,02/02/2005
755,410000024910,,439866,558885,-1.37952000000,54.92308000000,ST BENET`S SCHOOL,E,E,LEEDS STREET,OUTSIDE ST BENET'S RC PRIMARY SCHOOLS,E0031138,Roker,Sunderland Urban Area,,SL,ROKER,BCT,MKD,OTH,ACT,,Y,,28/06/2005
756,410000024911,,439853,558020,-1.37984000000,54.91531000000,ROKER AVENUE MONKWEARMOUTH,E,E,ROKER AVENUE,OUTSIDE ENTRANCE TO RETAIL PARK,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,MONKWEARMOUTH,BCT,MKD,OTH,ACT,,Y,,13/05/2005
757,410000024912,,437918,558308,-1.40999000000,54.91805000000,ALEXANDRA AVE ENT PARK E/,E,E,ALEXANDRA AVENUE,60M WEST OPPOSITE NORTH QUAY ROAD,E0031032,Sunderland Enterprise Park,,,SL,ENTERPRISE PARK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
758,410000024913,,438012,558215,-1.40853000000,54.91720000000,ALEXANDRA AVENUE,N,N,ALEXANDRA AVENUE,45M EAST FROM JUNCTION WITH WEST QUAY ROAD,E0031032,Sunderland Enterprise Park,,,SL,ENTERPRISE PARK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
759,410000024914,,437546,558402,-1.41578000000,54.91892000000,ALEXANDRA AVE ENT PARK E/,E,E,ALEXANDRA AVENUE,OPPOSITE NURSERY/BUSINESS INNOVATION CENTRE,E0031032,Sunderland Enterprise Park,,,SL,ENTERPRISE PARK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
760,410000024915,,437671,558357,-1.41383000000,54.91850000000,ALEXANDRA AVE ENT PARK W/,W,W,ALEXANDRA AVENUE,OUTSIDE BUSINESS AND INNOVATION CENTRE,E0031032,Sunderland Enterprise Park,,,SL,ENTERPRISE PARK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
761,410000024916,,437248,557729,-1.42051000000,54.91289000000,PALLION RETAIL PARK,E,E,PALLION,OUTSIDE PALLION RETAIL PARK SHOPS,E0031109,Pallion,Sunderland Urban Area,,SL,PALLION,BCT,MKD,PPT,ACT,,Y,,10/06/2005
762,410000024917,,439645,557689,-1.38313000000,54.91235000000,"NORTH BRIDGE ST,M/W/MTH",TBA,N,O/SIDE BARCLAY LODGE GUEST HOUSE,TBA,E0031254,Sunderland Stadium of Light,Sunderland Urban Area,,Sunderland,,BCT,MKD,OTH,PEN,,N,,16/07/2004
763,410000024918,,439304,559959,-1.38814000000,54.93277000000,ALSTON CRES FULWELL N/B,N,N,ALSTON CRESENT,OPPOSITE MARTINDALE AVENUE,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,02/02/2005
764,410000024919,,439389,559795,-1.38684000000,54.93129000000,ALSTON CRESCENT-FULWELL N/B,N,N,ALSTON CRESCENT,OUTSIDE NO.57 ALSTON CRESCENT,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,02/02/2005
765,410000024920,,439439,559660,-1.38607000000,54.93008000000,ALSTON CRESCENT-FULWELL N/B,N,N,ALSTON CRESCENT,OUTSIDE NO.17 ALSTON CRESCENT,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,02/02/2005
766,410000024921,,439586,559989,-1.38373000000,54.93302000000,DOVEDALE ROAD,S,S,DOVEDALE ROAD,OUTSIDE FULWELL METHODIST CHURCH,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,02/02/2005
767,410000024925,,437748,556764,-1.41284000000,54.90418000000,PALLION RD PALLION S/B,S,S,PALLION ROAD,OUTSIDE HAVELOCK TOWER,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,02/02/2005
768,410000024926,,439728,556127,-1.38205000000,54.89831000000,"STOCKTON RD,ASHBROOKE",N,N,STOP GONE,TBA,E0030735,Ashbrooke,Sunderland Urban Area,,,,BCT,MKD,OTH,PEN,,N,,16/07/2004
769,410000024927,,438962,556039,-1.39401000000,54.89758000000,THORNHOLME RD THORNHILL-REDUNDANT,S,S,OPP JNC ASHWOOD TCE **SCHOLARS** #D4,TBA,E0057917,Sunderland (Sunderland Urban Area),Sunderland Urban Area,,Sunderland,,BCT,MKD,OTH,PEN,,N,,16/07/2004
770,410000024928,,438940,556024,-1.39435000000,54.89744000000,THORNHOLME RD ASHBROOK S/,SW,SW,THORNHOLME ROAD,OUTSIDE THORNHILL SCHOOL,E0030735,Ashbrooke,Sunderland Urban Area,,SL,ASHBROOKE,BCT,MKD,PPT,ACT,,Y,,02/02/2005
771,410000024929,,438442,555526,-1.40218000000,54.89301000000,BARNES PARK,W,W,QUEEN ALEXANDRA ROAD,OPPOSITE FILLING STATION,E0030986,Humbledon,,,SL,BARNES PARK,BCT,MKD,PPT,ACT,,Y,,02/02/2005
772,410000024930,,438814,555475,-1.39639000000,54.89252000000,QUEEN ALEX RD S/LAND W/B,W,W,QUEEN ALEXANDRA ROAD,OPPOSITE MEADOWSIDE LEADING TO ST MARYS SCHOOL,E0030735,Ashbrooke,Sunderland Urban Area,,SL,TUNSTALL,BCT,MKD,OTH,ACT,,Y,,02/02/2005
773,410000024931,,439849,555435,-1.38026000000,54.89208000000,THE CEDARS HENDON N/B,N,N,THE CEDARS,OUTSIDE BEECHHOLME COURT,E0030939,Hendon (Sunderland Urban Area),Sunderland Urban Area,,SL,ASHBROOKE,BCT,MKD,OTH,ACT,,Y,,02/02/2005
774,410000024932,,438153,555399,-1.40671000000,54.89189000000,DURHAM ROAD/BEDE CENTRE,E,E,DURHAM ROAD,OUTSIDE SUNDERLAND COLLEGE BEDE CENTRE,E0030986,Humbledon,,,SL,HUMBLEDON,BCT,MKD,OTH,ACT,,Y,,02/02/2005
775,410000024933,,438034,555350,-1.40857000000,54.89146000000,DURHAM ROAD/BEDE CENTRE,W,W,DURHAM ROAD,OPPOSITE SUNDERLAND COLLEGE BEDE CENTRE,E0030986,Humbledon,,,SL,HUMBLEDON,BCT,MKD,OTH,ACT,,Y,,02/02/2005
776,410000024934,,438971,556695,-1.39378000000,54.90347000000,CHESTER ROAD,E,E,CHESTER ROAD,OUTSIDE THE UNIVERSITY OF SUDERLAND BUILDING,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,BISHOPWEARMOUTH,BCT,MKD,OTH,ACT,,Y,,10/06/2005
777,410000024935,,438610,556651,-1.39941000000,54.90310000000,ST MARKS RD MILLFIELD N/B,N,N,ST MARKS ROAD,OUTSIDE PENSHER STREET,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,MILLFIELD,BCT,MKD,OTH,ACT,,Y,,02/02/2005
778,410000024936,,438420,556991,-1.40233000000,54.90617000000,ST MARKS ROAD,S,S,ST MARKS ROAD,OPPOSITE ST MARKS NURSING HOME,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,MILLFIELD,BCT,MKD,OTH,ACT,,Y,,02/02/2005
779,410000024937,,438920,556011,-1.39467000000,54.89733000000,THORNEHOLME RD ASHBROOK,S,S,STOP GONE,TBA,E0057917,Sunderland (Sunderland Urban Area),Sunderland Urban Area,,,,BCT,MKD,OTH,PEN,,N,,16/07/2004
780,410000024938,,439150,556761,-1.39098000000,54.90405000000,UNIVERSITY OF SUNDERLAND,E,E,CHESTER ROAD,OUTSIDE UNIERSITY OF SUNDERLAND,E0057917,Sunderland (Sunderland Urban Area),Sunderland Urban Area,,SL,SUNDERLAND,BCT,MKD,PPT,ACT,,Y,,10/06/2005
781,410000024939,,439096,556730,-1.39182000000,54.90378000000,UNIVERSITY OF SUNDERLAND,W,W,CHESTER ROAD,OUTSIDE SUNDERLAND TECHNOLOGY PARK,E0057917,Sunderland (Sunderland Urban Area),Sunderland Urban Area,,SL,SUNDERLAND,BCT,MKD,PPT,ACT,,Y,,10/06/2005
782,410000024940,,437813,557306,-1.41176000000,54.90905000000,"RUTLAND ST,PALLION _REDUNDANT",TBA,N,15M WST JNC RUTLAND ST,TBA,E0031109,Pallion,Sunderland Urban Area,,Sunderland,,BCT,MKD,OTH,PEN,,N,,16/07/2004
783,410000024941,,437972,557074,-1.40931000000,54.90695000000,"RUTLAND ST,PALLION-REDUNDANT",N,N,OPP JNC PAXTON TCE - IN LAYBY O/SIDE SCHOOL,TBA,E0031109,Pallion,Sunderland Urban Area,,Sunderland,,BCT,MKD,OTH,PEN,,N,,16/07/2004
784,410000024942,,438628,556633,-1.39913000000,54.90294000000,ST MARKS RD SUNDERLAND S/,S,S,ST MARKS ROAD,OPPOSITE PENSHER STREET,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,MILLFIELD,BCT,MKD,OTH,ACT,,Y,,07/06/2005
785,410000024943,,438565,556755,-1.40010000000,54.90404000000,ST MARKS RD SUNDERLAND N/,S,S,ST MARKS ROAD,OUTSIDE NO.7 DALTON PLACE,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,MILLFIELD,BCT,MKD,OTH,ACT,,Y,,02/02/2005
786,410000024944,,438540,556787,-1.40049000000,54.90433000000,ST MARKS RD SUNDERLAND N/,N,N,ST MARKS ROAD,OUTSIDE JUNCTION WITH CHESTER STREET,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,MILLFIELD,BCT,MKD,OTH,ACT,,Y,,09/05/2005
787,410000024945,,438403,557004,-1.40259000000,54.90629000000,ST MARKS RD  MILLFIELD N/,N,N,ST MARKS ROAD,OUTSIDE ST MARKS NURSING HOME,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,MILLFIELD,BCT,MKD,OTH,ACT,,Y,,09/05/2005
788,410000024946,,439972,557185,-1.37810000000,54.90779000000,HIGH ST WEST S/LAND W/B,W,W,HIGH STREET WEST,OUTSIDE NILE STREET JUNCTION,E0057917,Sunderland (Sunderland Urban Area),Sunderland Urban Area,,SL,SUNDERLAND,BCT,MKD,OTH,ACT,,Y,,10/06/2005
789,410000024950,,436086,556870,-1.43875000000,54.90526000000,ST LUKES RD STH HYLTON-REDUNDANT STOP,TBA,N,45 M SE JCN PRESTWICK RD,TBA,E0031174,South Hylton,Sunderland Urban Area,,Sunderland,,BCT,MKD,OTH,PEN,,N,,16/07/2004
790,410000024951,,436061,556843,-1.43914000000,54.90502000000,ST LUKES RD S/HYLTON-REDUNDANT,TBA,N,O/SIDE QUARRY VIEW SCHOOL,TBA,E0031174,South Hylton,Sunderland Urban Area,,Sunderland,,BCT,MKD,OTH,PEN,,N,,16/07/2004
791,410000024952,,435915,556219,-1.44149000000,54.89942000000,PORTSMOUTH RD PENNYWELL,N,N,PORTSMOUTH ROAD,SOUTH OF HYLTON ROAD AND ST ANNES PRIM. SCHOOL,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,02/02/2005
792,410000024953,,436000,556087,-1.44018000000,54.89823000000,PORTSMOUTH RD PENNYWELL,S,S,PORTSMOUTH ROAD,OPPOSITE PENNYWELL SHOPPING PRECINCT,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
793,410000024954,,436046,555984,-1.43948000000,54.89730000000,PORTSMOUTH RD PENNYWELL-N,N,N,PORTSMOUTH ROAD,OUTSIDE PENNYWELL SHOPPING PRECINCT,E0031118,Pennywell,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,10/06/2005
